"","weekDate","numEligible","time","stratifier","category","lockdown"
"1247",2019-01-13,1713073,106,"age",60,0
"1248",2019-01-20,1713089,107,"age",60,0
"1249",2019-01-27,1713135,108,"age",60,0
"1250",2019-02-03,1712178,109,"age",60,0
"1251",2019-02-10,1700148,110,"age",60,0
"1252",2019-02-17,1700103,111,"age",60,0
"1253",2019-02-24,1698923,112,"age",60,0
"1254",2019-03-03,1698635,113,"age",60,0
"1255",2019-03-10,1698662,114,"age",60,0
"1256",2019-03-17,1698704,115,"age",60,0
"1257",2019-03-24,1698510,116,"age",60,0
"1258",2019-03-31,1698158,117,"age",60,0
"1259",2019-04-07,1698117,118,"age",60,0
"1260",2019-04-14,1698262,119,"age",60,0
"1261",2019-04-21,1698568,120,"age",60,0
"1262",2019-04-28,1698837,121,"age",60,0
"1263",2019-05-05,1698949,122,"age",60,0
"1264",2019-05-12,1698240,123,"age",60,0
"1265",2019-05-19,1698330,124,"age",60,0
"1266",2019-05-26,1698354,125,"age",60,0
"1267",2019-06-02,1698288,126,"age",60,0
"1268",2019-06-09,1692533,127,"age",60,0
"1269",2019-06-16,1692608,128,"age",60,0
"1270",2019-06-23,1691589,129,"age",60,0
"1271",2019-06-30,1691081,130,"age",60,0
"1272",2019-07-07,1690576,131,"age",60,0
"1273",2019-07-14,1690498,132,"age",60,0
"1274",2019-07-21,1687845,133,"age",60,0
"1275",2019-07-28,1687904,134,"age",60,0
"1276",2019-08-04,1687926,135,"age",60,0
"1277",2019-08-11,1687998,136,"age",60,0
"1278",2019-08-18,1686161,137,"age",60,0
"1279",2019-08-25,1685353,138,"age",60,0
"1280",2019-09-01,1685386,139,"age",60,0
"1281",2019-09-08,1682202,140,"age",60,0
"1282",2019-09-15,1682105,141,"age",60,0
"1283",2019-09-22,1682288,142,"age",60,0
"1284",2019-09-29,1680098,143,"age",60,0
"1285",2019-10-06,1677990,144,"age",60,0
"1286",2019-10-13,1678179,145,"age",60,0
"1287",2019-10-20,1678197,146,"age",60,0
"1288",2019-10-27,1678264,147,"age",60,0
"1289",2019-11-03,1678485,148,"age",60,0
"1290",2019-11-10,1676938,149,"age",60,0
"1291",2019-11-17,1674663,150,"age",60,0
"1292",2019-11-24,1674849,151,"age",60,0
"1293",2019-12-01,1674966,152,"age",60,0
"1294",2019-12-08,1675123,153,"age",60,0
"1295",2019-12-15,1675252,154,"age",60,0
"1296",2019-12-22,1675438,155,"age",60,0
"1297",2019-12-29,1675350,156,"age",60,0
"1298",2020-01-05,1705886,157,"age",60,0
"1299",2020-01-12,1706058,158,"age",60,0
"1300",2020-01-19,1706375,159,"age",60,0
"1301",2020-01-26,1706797,160,"age",60,0
"1302",2020-02-02,1706220,161,"age",60,0
"1303",2020-02-09,1703810,162,"age",60,0
"1304",2020-02-16,1697168,163,"age",60,0
"1305",2020-02-23,1696160,164,"age",60,0
"1306",2020-03-01,1693661,165,"age",60,0
"1307",2020-03-08,1692666,166,"age",60,0
"1308",2020-03-15,1688421,167,"age",60,0
"1309",2020-03-22,1686854,168,"age",60,0
"1310",2020-03-29,1685608,169,"age",60,1
"1311",2020-04-05,1684125,170,"age",60,1
"1312",2020-04-12,1682105,171,"age",60,1
"1313",2020-04-19,1682558,172,"age",60,1
"1314",2020-04-26,1682988,173,"age",60,1
"1315",2020-05-03,1682777,174,"age",60,1
"1316",2020-05-10,1683394,175,"age",60,1
"1317",2020-05-17,1683161,176,"age",60,1
"1318",2020-05-24,1683485,177,"age",60,1
"1319",2020-05-31,1684066,178,"age",60,1
"1320",2020-06-07,1683561,179,"age",60,1
"1321",2020-06-14,1683689,180,"age",60,1
"1322",2020-06-21,1684369,181,"age",60,1
"1323",2020-06-28,1684911,182,"age",60,1
"1324",2020-07-05,1680584,183,"age",60,1
"1325",2020-07-12,1681086,184,"age",60,1
"1326",2020-07-19,1678337,185,"age",60,1
"1327",2020-07-26,1677291,186,"age",60,1
"1328",2020-08-02,1676432,187,"age",60,1
"1329",2020-08-09,1676423,188,"age",60,1
"1330",2020-08-16,1673289,189,"age",60,1
"1331",2020-08-23,1669503,190,"age",60,1
"1332",2020-08-30,1668901,191,"age",60,1
"1333",2020-09-06,1666484,192,"age",60,1
"1334",2020-09-13,1666812,193,"age",60,1
"1335",2020-09-20,1665383,194,"age",60,1
"1336",2020-09-27,1661714,195,"age",60,1
"1337",2020-10-04,1659807,196,"age",60,1
"1338",2020-10-11,1659509,197,"age",60,1
"1339",2020-10-18,1658824,198,"age",60,1
"1340",2020-10-25,1659091,199,"age",60,1
"1341",2020-11-01,1659329,200,"age",60,1
"1342",2020-11-08,1659544,201,"age",60,1
"1343",2020-11-15,1659631,202,"age",60,1
"1344",2020-11-22,1659623,203,"age",60,1
"1345",2020-11-29,1659206,204,"age",60,1
"1346",2020-12-06,1659219,205,"age",60,1
"1347",2020-12-13,1659005,206,"age",60,1
"1348",2020-12-20,1657366,207,"age",60,1
"1349",2020-12-27,1656829,208,"age",60,1
"1350",2021-01-03,1657012,209,"age",60,1
"1351",2021-01-10,1656954,210,"age",60,1
"1352",2021-01-17,1656510,211,"age",60,1
"1353",2021-01-24,1655839,212,"age",60,1
"1354",2021-01-31,1655286,213,"age",60,1
"1355",2021-02-07,1654857,214,"age",60,1
"1356",2021-02-14,1654577,215,"age",60,1
"1357",2021-02-21,1654120,216,"age",60,1
"1358",2021-02-28,1652605,217,"age",60,1
"1359",2021-03-07,1651982,218,"age",60,1
"1360",2021-03-14,1651206,219,"age",60,1
"1361",2021-03-21,1649963,220,"age",60,1
"1362",2021-03-28,1648501,221,"age",60,1
"1363",2021-04-04,1648119,222,"age",60,1
"1364",2021-04-11,1645247,223,"age",60,1
"1365",2021-04-18,1643786,224,"age",60,1
"1366",2021-04-25,1639844,225,"age",60,1
"1367",2021-05-02,1638944,226,"age",60,1
"1368",2021-05-09,655198,227,"age",60,1
"1369",2017-01-01,1252254,0,"age",70,0
"1370",2017-01-08,1252720,1,"age",70,0
"1371",2017-01-15,1252690,2,"age",70,0
"1372",2017-01-22,1252431,3,"age",70,0
"1373",2017-01-29,1252510,4,"age",70,0
"1374",2017-02-05,1252458,5,"age",70,0
"1375",2017-02-12,1252529,6,"age",70,0
"1376",2017-02-19,1252479,7,"age",70,0
"1377",2017-02-26,1252418,8,"age",70,0
"1378",2017-03-05,1252405,9,"age",70,0
"1379",2017-03-12,1252419,10,"age",70,0
"1380",2017-03-19,1252266,11,"age",70,0
"1381",2017-03-26,1251873,12,"age",70,0
"1382",2017-04-02,1251538,13,"age",70,0
"1383",2017-04-09,1251773,14,"age",70,0
"1384",2017-04-16,1251909,15,"age",70,0
"1385",2017-04-23,1251829,16,"age",70,0
"1386",2017-04-30,1251423,17,"age",70,0
"1387",2017-05-07,1251256,18,"age",70,0
"1388",2017-05-14,1251100,19,"age",70,0
"1389",2017-05-21,1250891,20,"age",70,0
"1390",2017-05-28,1250757,21,"age",70,0
"1391",2017-06-04,1250708,22,"age",70,0
"1392",2017-06-11,1250616,23,"age",70,0
"1393",2017-06-18,1250629,24,"age",70,0
"1394",2017-06-25,1250593,25,"age",70,0
"1395",2017-07-02,1250933,26,"age",70,0
"1396",2017-07-09,1250854,27,"age",70,0
"1397",2017-07-16,1250790,28,"age",70,0
"1398",2017-07-23,1250765,29,"age",70,0
"1399",2017-07-30,1250697,30,"age",70,0
"1400",2017-08-06,1250683,31,"age",70,0
"1401",2017-08-13,1250659,32,"age",70,0
"1402",2017-08-20,1250394,33,"age",70,0
"1403",2017-08-27,1250302,34,"age",70,0
"1404",2017-09-03,1250149,35,"age",70,0
"1405",2017-09-10,1249986,36,"age",70,0
"1406",2017-09-17,1249810,37,"age",70,0
"1407",2017-09-24,1249775,38,"age",70,0
"1408",2017-10-01,1249675,39,"age",70,0
"1409",2017-10-08,1249569,40,"age",70,0
"1410",2017-10-15,1249443,41,"age",70,0
"1411",2017-10-22,1249381,42,"age",70,0
"1412",2017-10-29,1249230,43,"age",70,0
"1413",2017-11-05,1249157,44,"age",70,0
"1414",2017-11-12,1249078,45,"age",70,0
"1415",2017-11-19,1248891,46,"age",70,0
"1416",2017-11-26,1248725,47,"age",70,0
"1417",2017-12-03,1248685,48,"age",70,0
"1418",2017-12-10,1248600,49,"age",70,0
"1419",2017-12-17,1248537,50,"age",70,0
"1420",2017-12-24,1248252,51,"age",70,0
"1421",2017-12-31,1248085,52,"age",70,0
"1422",2018-01-07,1252779,53,"age",70,0
"1423",2018-01-14,1252647,54,"age",70,0
"1424",2018-01-21,1252409,55,"age",70,0
"1425",2018-01-28,1252263,56,"age",70,0
"1426",2018-02-04,1252175,57,"age",70,0
"1427",2018-02-11,1252088,58,"age",70,0
"1428",2018-02-18,1251972,59,"age",70,0
"1429",2018-02-25,1250623,60,"age",70,0
"1430",2018-03-04,1250517,61,"age",70,0
"1431",2018-03-11,1250497,62,"age",70,0
"1432",2018-03-18,1250496,63,"age",70,0
"1433",2018-03-25,1250379,64,"age",70,0
"1434",2018-04-01,1250477,65,"age",70,0
"1435",2018-04-08,1250762,66,"age",70,0
"1436",2018-04-15,1250150,67,"age",70,0
"1437",2018-04-22,1248950,68,"age",70,0
"1438",2018-04-29,1248858,69,"age",70,0
"1439",2018-05-06,1248719,70,"age",70,0
"1440",2018-05-13,1248907,71,"age",70,0
"1441",2018-05-20,1248792,72,"age",70,0
"1442",2018-05-27,1248703,73,"age",70,0
"1443",2018-06-03,1248660,74,"age",70,0
"1444",2018-06-10,1248611,75,"age",70,0
"1445",2018-06-17,1248565,76,"age",70,0
"1446",2018-06-24,1248484,77,"age",70,0
"1447",2018-07-01,1248475,78,"age",70,0
"1448",2018-07-08,1248514,79,"age",70,0
"1449",2018-07-15,1248184,80,"age",70,0
"1450",2018-07-22,1248313,81,"age",70,0
"1451",2018-07-29,1248467,82,"age",70,0
"1452",2018-08-05,1248422,83,"age",70,0
"1453",2018-08-12,1248111,84,"age",70,0
"1454",2018-08-19,1248142,85,"age",70,0
"1455",2018-08-26,1247994,86,"age",70,0
"1456",2018-09-02,1247823,87,"age",70,0
"1457",2018-09-09,1247796,88,"age",70,0
"1458",2018-09-16,1247732,89,"age",70,0
"1459",2018-09-23,1247622,90,"age",70,0
"1460",2018-09-30,1247543,91,"age",70,0
"1461",2018-10-07,1247518,92,"age",70,0
"1462",2018-10-14,1247471,93,"age",70,0
"1463",2018-10-21,1247338,94,"age",70,0
"1464",2018-10-28,1247308,95,"age",70,0
"1465",2018-11-04,1245665,96,"age",70,0
"1466",2018-11-11,1244695,97,"age",70,0
"1467",2018-11-18,1243610,98,"age",70,0
"1468",2018-11-25,1242678,99,"age",70,0
"1469",2018-12-02,1242189,100,"age",70,0
"1470",2018-12-09,1241975,101,"age",70,0
"1471",2018-12-16,1241795,102,"age",70,0
"1472",2018-12-23,1241497,103,"age",70,0
"1473",2018-12-30,1241404,104,"age",70,0
"1474",2019-01-06,1264963,105,"age",70,0
"1475",2019-01-13,1264754,106,"age",70,0
"1476",2019-01-20,1264580,107,"age",70,0
"1477",2019-01-27,1264441,108,"age",70,0
"1478",2019-02-03,1263537,109,"age",70,0
"1479",2019-02-10,1254142,110,"age",70,0
"1480",2019-02-17,1253961,111,"age",70,0
"1481",2019-02-24,1253045,112,"age",70,0
"1482",2019-03-03,1252655,113,"age",70,0
"1483",2019-03-10,1252496,114,"age",70,0
"1484",2019-03-17,1252336,115,"age",70,0
"1485",2019-03-24,1252151,116,"age",70,0
"1486",2019-03-31,1251772,117,"age",70,0
"1487",2019-04-07,1251473,118,"age",70,0
"1488",2019-04-14,1251335,119,"age",70,0
"1489",2019-04-21,1251428,120,"age",70,0
"1490",2019-04-28,1251459,121,"age",70,0
"1491",2019-05-05,1251356,122,"age",70,0
"1492",2019-05-12,1250684,123,"age",70,0
"1493",2019-05-19,1250546,124,"age",70,0
"1494",2019-05-26,1250359,125,"age",70,0
"1495",2019-06-02,1250252,126,"age",70,0
"1496",2019-06-09,1245260,127,"age",70,0
"1497",2019-06-16,1245282,128,"age",70,0
"1498",2019-06-23,1244102,129,"age",70,0
"1499",2019-06-30,1243317,130,"age",70,0
"1500",2019-07-07,1242786,131,"age",70,0
"1501",2019-07-14,1242612,132,"age",70,0
"1502",2019-07-21,1239775,133,"age",70,0
"1503",2019-07-28,1239693,134,"age",70,0
"1504",2019-08-04,1239603,135,"age",70,0
"1505",2019-08-11,1239605,136,"age",70,0
"1506",2019-08-18,1238136,137,"age",70,0
"1507",2019-08-25,1237278,138,"age",70,0
"1508",2019-09-01,1237198,139,"age",70,0
"1509",2019-09-08,1233895,140,"age",70,0
"1510",2019-09-15,1233674,141,"age",70,0
"1511",2019-09-22,1233626,142,"age",70,0
"1512",2019-09-29,1231647,143,"age",70,0
"1513",2019-10-06,1229958,144,"age",70,0
"1514",2019-10-13,1229869,145,"age",70,0
"1515",2019-10-20,1229847,146,"age",70,0
"1516",2019-10-27,1229761,147,"age",70,0
"1517",2019-11-03,1229705,148,"age",70,0
"1518",2019-11-10,1228046,149,"age",70,0
"1519",2019-11-17,1225701,150,"age",70,0
"1520",2019-11-24,1225722,151,"age",70,0
"1521",2019-12-01,1225652,152,"age",70,0
"1522",2019-12-08,1225559,153,"age",70,0
"1523",2019-12-15,1225446,154,"age",70,0
"1524",2019-12-22,1225387,155,"age",70,0
"1525",2019-12-29,1225157,156,"age",70,0
"1526",2020-01-05,1255841,157,"age",70,0
"1527",2020-01-12,1255544,158,"age",70,0
"1528",2020-01-19,1255406,159,"age",70,0
"1529",2020-01-26,1255458,160,"age",70,0
"1530",2020-02-02,1254752,161,"age",70,0
"1531",2020-02-09,1253271,162,"age",70,0
"1532",2020-02-16,1247288,163,"age",70,0
"1533",2020-02-23,1246291,164,"age",70,0
"1534",2020-03-01,1243985,165,"age",70,0
"1535",2020-03-08,1242783,166,"age",70,0
"1536",2020-03-15,1238838,167,"age",70,0
"1537",2020-03-22,1237224,168,"age",70,0
"1538",2020-03-29,1235855,169,"age",70,1
"1539",2020-04-05,1234321,170,"age",70,1
"1540",2020-04-12,1232183,171,"age",70,1
"1541",2020-04-19,1232163,172,"age",70,1
"1542",2020-04-26,1232168,173,"age",70,1
"1543",2020-05-03,1231739,174,"age",70,1
"1544",2020-05-10,1231942,175,"age",70,1
"1545",2020-05-17,1231554,176,"age",70,1
"1546",2020-05-24,1231541,177,"age",70,1
"1547",2020-05-31,1231774,178,"age",70,1
"1548",2020-06-07,1231234,179,"age",70,1
"1549",2020-06-14,1231189,180,"age",70,1
"1550",2020-06-21,1231462,181,"age",70,1
"1551",2020-06-28,1231781,182,"age",70,1
"1552",2020-07-05,1228266,183,"age",70,1
"1553",2020-07-12,1228449,184,"age",70,1
"1554",2020-07-19,1226183,185,"age",70,1
"1555",2020-07-26,1225185,186,"age",70,1
"1556",2020-08-02,1224487,187,"age",70,1
"1557",2020-08-09,1224365,188,"age",70,1
"1558",2020-08-16,1221825,189,"age",70,1
"1559",2020-08-23,1219116,190,"age",70,1
"1560",2020-08-30,1218610,191,"age",70,1
"1561",2020-09-06,1216797,192,"age",70,1
"1562",2020-09-13,1216793,193,"age",70,1
"1563",2020-09-20,1215203,194,"age",70,1
"1564",2020-09-27,1211979,195,"age",70,1
"1565",2020-10-04,1210061,196,"age",70,1
"1566",2020-10-11,1209325,197,"age",70,1
"1567",2020-10-18,1208498,198,"age",70,1
"1568",2020-10-25,1208390,199,"age",70,1
"1569",2020-11-01,1208337,200,"age",70,1
"1570",2020-11-08,1208131,201,"age",70,1
"1571",2020-11-15,1207980,202,"age",70,1
"1572",2020-11-22,1207657,203,"age",70,1
"1573",2020-11-29,1207090,204,"age",70,1
"1574",2020-12-06,1206892,205,"age",70,1
"1575",2020-12-13,1206463,206,"age",70,1
"1576",2020-12-20,1205063,207,"age",70,1
"1577",2020-12-27,1204522,208,"age",70,1
"1578",2021-01-03,1204396,209,"age",70,1
"1579",2021-01-10,1204032,210,"age",70,1
"1580",2021-01-17,1203467,211,"age",70,1
"1581",2021-01-24,1202833,212,"age",70,1
"1582",2021-01-31,1202335,213,"age",70,1
"1583",2021-02-07,1201696,214,"age",70,1
"1584",2021-02-14,1200878,215,"age",70,1
"1585",2021-02-21,1200256,216,"age",70,1
"1586",2021-02-28,1199151,217,"age",70,1
"1587",2021-03-07,1198684,218,"age",70,1
"1588",2021-03-14,1198038,219,"age",70,1
"1589",2021-03-21,1197404,220,"age",70,1
"1590",2021-03-28,1196585,221,"age",70,1
"1591",2021-04-04,1196309,222,"age",70,1
"1592",2021-04-11,1193980,223,"age",70,1
"1593",2021-04-18,1193022,224,"age",70,1
"1594",2021-04-25,1190226,225,"age",70,1
"1595",2021-05-02,1189538,226,"age",70,1
"1596",2021-05-09,472815,227,"age",70,1
"1597",2017-01-01,894014,0,"age",80,0
"1598",2017-01-08,893914,1,"age",80,0
"1599",2017-01-15,893567,2,"age",80,0
"1600",2017-01-22,893026,3,"age",80,0
"1601",2017-01-29,892719,4,"age",80,0
"1602",2017-02-05,892304,5,"age",80,0
"1603",2017-02-12,891918,6,"age",80,0
"1604",2017-02-19,891515,7,"age",80,0
"1605",2017-02-26,891238,8,"age",80,0
"1606",2017-03-05,890980,9,"age",80,0
"1607",2017-03-12,890664,10,"age",80,0
"1608",2017-03-19,890247,11,"age",80,0
"1609",2017-03-26,889765,12,"age",80,0
"1610",2017-04-02,889306,13,"age",80,0
"1611",2017-04-09,889038,14,"age",80,0
"1612",2017-04-16,888751,15,"age",80,0
"1613",2017-04-23,888367,16,"age",80,0
"1614",2017-04-30,887794,17,"age",80,0
"1615",2017-05-07,887434,18,"age",80,0
"1616",2017-05-14,887073,19,"age",80,0
"1617",2017-05-21,886639,20,"age",80,0
"1618",2017-05-28,886308,21,"age",80,0
"1619",2017-06-04,886118,22,"age",80,0
"1620",2017-06-11,885851,23,"age",80,0
"1621",2017-06-18,885618,24,"age",80,0
"1622",2017-06-25,885374,25,"age",80,0
"1623",2017-07-02,885353,26,"age",80,0
"1624",2017-07-09,885152,27,"age",80,0
"1625",2017-07-16,884734,28,"age",80,0
"1626",2017-07-23,884470,29,"age",80,0
"1627",2017-07-30,884158,30,"age",80,0
"1628",2017-08-06,883804,31,"age",80,0
"1629",2017-08-13,883579,32,"age",80,0
"1630",2017-08-20,883182,33,"age",80,0
"1631",2017-08-27,882919,34,"age",80,0
"1632",2017-09-03,882670,35,"age",80,0
"1633",2017-09-10,882314,36,"age",80,0
"1634",2017-09-17,882007,37,"age",80,0
"1635",2017-09-24,881742,38,"age",80,0
"1636",2017-10-01,881329,39,"age",80,0
"1637",2017-10-08,880937,40,"age",80,0
"1638",2017-10-15,880575,41,"age",80,0
"1639",2017-10-22,880292,42,"age",80,0
"1640",2017-10-29,879959,43,"age",80,0
"1641",2017-11-05,879673,44,"age",80,0
"1642",2017-11-12,879190,45,"age",80,0
"1643",2017-11-19,878840,46,"age",80,0
"1644",2017-11-26,878430,47,"age",80,0
"1645",2017-12-03,878080,48,"age",80,0
"1646",2017-12-10,877719,49,"age",80,0
"1647",2017-12-17,877324,50,"age",80,0
"1648",2017-12-24,876752,51,"age",80,0
"1649",2017-12-31,876380,52,"age",80,0
"1650",2018-01-07,944966,53,"age",80,0
"1651",2018-01-14,944386,54,"age",80,0
"1652",2018-01-21,943861,55,"age",80,0
"1653",2018-01-28,943409,56,"age",80,0
"1654",2018-02-04,943062,57,"age",80,0
"1655",2018-02-11,942649,58,"age",80,0
"1656",2018-02-18,942210,59,"age",80,0
"1657",2018-02-25,940726,60,"age",80,0
"1658",2018-03-04,940342,61,"age",80,0
"1659",2018-03-11,940057,62,"age",80,0
"1660",2018-03-18,939708,63,"age",80,0
"1661",2018-03-25,939274,64,"age",80,0
"1662",2018-04-01,939112,65,"age",80,0
"1663",2018-04-08,939052,66,"age",80,0
"1664",2018-04-15,938173,67,"age",80,0
"1665",2018-04-22,937089,68,"age",80,0
"1666",2018-04-29,936694,69,"age",80,0
"1667",2018-05-06,936324,70,"age",80,0
"1668",2018-05-13,936253,71,"age",80,0
"1669",2018-05-20,935942,72,"age",80,0
"1670",2018-05-27,935687,73,"age",80,0
"1671",2018-06-03,935386,74,"age",80,0
"1672",2018-06-10,935030,75,"age",80,0
"1673",2018-06-17,934663,76,"age",80,0
"1674",2018-06-24,934356,77,"age",80,0
"1675",2018-07-01,934072,78,"age",80,0
"1676",2018-07-08,933802,79,"age",80,0
"1677",2018-07-15,933399,80,"age",80,0
"1678",2018-07-22,933138,81,"age",80,0
"1679",2018-07-29,932963,82,"age",80,0
"1680",2018-08-05,932739,83,"age",80,0
"1681",2018-08-12,932041,84,"age",80,0
"1682",2018-08-19,931825,85,"age",80,0
"1683",2018-08-26,931401,86,"age",80,0
"1684",2018-09-02,931097,87,"age",80,0
"1685",2018-09-09,930741,88,"age",80,0
"1686",2018-09-16,930395,89,"age",80,0
"1687",2018-09-23,930028,90,"age",80,0
"1688",2018-09-30,929708,91,"age",80,0
"1689",2018-10-07,929489,92,"age",80,0
"1690",2018-10-14,929135,93,"age",80,0
"1691",2018-10-21,928617,94,"age",80,0
"1692",2018-10-28,928243,95,"age",80,0
"1693",2018-11-04,926534,96,"age",80,0
"1694",2018-11-11,925633,97,"age",80,0
"1695",2018-11-18,924755,98,"age",80,0
"1696",2018-11-25,923880,99,"age",80,0
"1697",2018-12-02,923270,100,"age",80,0
"1698",2018-12-09,922909,101,"age",80,0
"1699",2018-12-16,922495,102,"age",80,0
"1700",2018-12-23,921964,103,"age",80,0
"1701",2018-12-30,921640,104,"age",80,0
"1702",2019-01-06,974035,105,"age",80,0
"1703",2019-01-13,973566,106,"age",80,0
"1704",2019-01-20,973080,107,"age",80,0
"1705",2019-01-27,972549,108,"age",80,0
"1706",2019-02-03,971594,109,"age",80,0
"1707",2019-02-10,963515,110,"age",80,0
"1708",2019-02-17,963027,111,"age",80,0
"1709",2019-02-24,962006,112,"age",80,0
"1710",2019-03-03,961486,113,"age",80,0
"1711",2019-03-10,960942,114,"age",80,0
"1712",2019-03-17,960540,115,"age",80,0
"1713",2019-03-24,960125,116,"age",80,0
"1714",2019-03-31,959623,117,"age",80,0
"1715",2019-04-07,959261,118,"age",80,0
"1716",2019-04-14,958837,119,"age",80,0
"1717",2019-04-21,958676,120,"age",80,0
"1718",2019-04-28,958375,121,"age",80,0
"1719",2019-05-05,957982,122,"age",80,0
"1720",2019-05-12,957228,123,"age",80,0
"1721",2019-05-19,956829,124,"age",80,0
"1722",2019-05-26,956473,125,"age",80,0
"1723",2019-06-02,956178,126,"age",80,0
"1724",2019-06-09,951885,127,"age",80,0
"1725",2019-06-16,951660,128,"age",80,0
"1726",2019-06-23,950381,129,"age",80,0
"1727",2019-06-30,949425,130,"age",80,0
"1728",2019-07-07,948711,131,"age",80,0
"1729",2019-07-14,948367,132,"age",80,0
"1730",2019-07-21,945484,133,"age",80,0
"1731",2019-07-28,945225,134,"age",80,0
"1732",2019-08-04,944840,135,"age",80,0
"1733",2019-08-11,944489,136,"age",80,0
"1734",2019-08-18,942969,137,"age",80,0
"1735",2019-08-25,942079,138,"age",80,0
"1736",2019-09-01,941818,139,"age",80,0
"1737",2019-09-08,938696,140,"age",80,0
"1738",2019-09-15,938340,141,"age",80,0
"1739",2019-09-22,938055,142,"age",80,0
"1740",2019-09-29,936256,143,"age",80,0
"1741",2019-10-06,934668,144,"age",80,0
"1742",2019-10-13,934364,145,"age",80,0
"1743",2019-10-20,934060,146,"age",80,0
"1744",2019-10-27,933714,147,"age",80,0
"1745",2019-11-03,933290,148,"age",80,0
"1746",2019-11-10,931701,149,"age",80,0
"1747",2019-11-17,929725,150,"age",80,0
"1748",2019-11-24,929395,151,"age",80,0
"1749",2019-12-01,928929,152,"age",80,0
"1750",2019-12-08,928544,153,"age",80,0
"1751",2019-12-15,928039,154,"age",80,0
"1752",2019-12-22,927646,155,"age",80,0
"1753",2019-12-29,927287,156,"age",80,0
"1754",2020-01-05,973496,157,"age",80,0
"1755",2020-01-12,972937,158,"age",80,0
"1756",2020-01-19,972460,159,"age",80,0
"1757",2020-01-26,972104,160,"age",80,0
"1758",2020-02-02,971239,161,"age",80,0
"1759",2020-02-09,970146,162,"age",80,0
"1760",2020-02-16,964829,163,"age",80,0
"1761",2020-02-23,963706,164,"age",80,0
"1762",2020-03-01,961554,165,"age",80,0
"1763",2020-03-08,960203,166,"age",80,0
"1764",2020-03-15,956678,167,"age",80,0
"1765",2020-03-22,955237,168,"age",80,0
"1766",2020-03-29,953632,169,"age",80,1
"1767",2020-04-05,951758,170,"age",80,1
"1768",2020-04-12,949426,171,"age",80,1
"1769",2020-04-19,948823,172,"age",80,1
"1770",2020-04-26,948223,173,"age",80,1
"1771",2020-05-03,947336,174,"age",80,1
"1772",2020-05-10,947120,175,"age",80,1
"1773",2020-05-17,946342,176,"age",80,1
"1774",2020-05-24,945868,177,"age",80,1
"1775",2020-05-31,945722,178,"age",80,1
"1776",2020-06-07,944941,179,"age",80,1
"1777",2020-06-14,944593,180,"age",80,1
"1778",2020-06-21,944433,181,"age",80,1
"1779",2020-06-28,944243,182,"age",80,1
"1780",2020-07-05,941026,183,"age",80,1
"1781",2020-07-12,940761,184,"age",80,1
"1782",2020-07-19,938644,185,"age",80,1
"1783",2020-07-26,937454,186,"age",80,1
"1784",2020-08-02,936620,187,"age",80,1
"1785",2020-08-09,936185,188,"age",80,1
"1786",2020-08-16,933913,189,"age",80,1
"1787",2020-08-23,931581,190,"age",80,1
"1788",2020-08-30,930990,191,"age",80,1
"1789",2020-09-06,929331,192,"age",80,1
"1790",2020-09-13,928992,193,"age",80,1
"1791",2020-09-20,927905,194,"age",80,1
"1792",2020-09-27,924762,195,"age",80,1
"1793",2020-10-04,922818,196,"age",80,1
"1794",2020-10-11,921814,197,"age",80,1
"1795",2020-10-18,920663,198,"age",80,1
"1796",2020-10-25,920213,199,"age",80,1
"1797",2020-11-01,919757,200,"age",80,1
"1798",2020-11-08,919334,201,"age",80,1
"1799",2020-11-15,918904,202,"age",80,1
"1800",2020-11-22,918385,203,"age",80,1
"1801",2020-11-29,917731,204,"age",80,1
"1802",2020-12-06,917277,205,"age",80,1
"1803",2020-12-13,916694,206,"age",80,1
"1804",2020-12-20,915343,207,"age",80,1
"1805",2020-12-27,914708,208,"age",80,1
"1806",2021-01-03,914338,209,"age",80,1
"1807",2021-01-10,913566,210,"age",80,1
"1808",2021-01-17,912696,211,"age",80,1
"1809",2021-01-24,911712,212,"age",80,1
"1810",2021-01-31,910623,213,"age",80,1
"1811",2021-02-07,909472,214,"age",80,1
"1812",2021-02-14,908381,215,"age",80,1
"1813",2021-02-21,907622,216,"age",80,1
"1814",2021-02-28,906791,217,"age",80,1
"1815",2021-03-07,906123,218,"age",80,1
"1816",2021-03-14,905319,219,"age",80,1
"1817",2021-03-21,904736,220,"age",80,1
"1818",2021-03-28,904114,221,"age",80,1
"1819",2021-04-04,903767,222,"age",80,1
"1820",2021-04-11,901954,223,"age",80,1
"1821",2021-04-18,901051,224,"age",80,1
"1822",2021-04-25,898613,225,"age",80,1
"1823",2021-05-02,897903,226,"age",80,1
"1824",2021-05-09,357900,227,"age",80,1
"1825",2017-01-01,457046,0,"age",90,0
"1826",2017-01-08,456697,1,"age",90,0
"1827",2017-01-15,455758,2,"age",90,0
"1828",2017-01-22,454756,3,"age",90,0
"1829",2017-01-29,453869,4,"age",90,0
"1830",2017-02-05,452929,5,"age",90,0
"1831",2017-02-12,452177,6,"age",90,0
"1832",2017-02-19,451407,7,"age",90,0
"1833",2017-02-26,450706,8,"age",90,0
"1834",2017-03-05,450038,9,"age",90,0
"1835",2017-03-12,449406,10,"age",90,0
"1836",2017-03-19,448600,11,"age",90,0
"1837",2017-03-26,447824,12,"age",90,0
"1838",2017-04-02,447082,13,"age",90,0
